dataset,condition,model_tier,model_name,qid,db_id,n_gold_tables,n_gold_cols,n_join_gold,exec_match,valid_sql,table_recall,table_precision,col_recall_strict,col_precision_strict,col_recall_relaxed,col_precision_relaxed,context_tokens_est,prompt_tokens,completion_tokens,total_tokens,cost_usd,latency_s,cached,pred_sql,pred_error
D1,C1,STRONG,gpt-5.4,spider_validation_00024,concert_singer,2,5,1,1.0,1,1.0,0.5,1.0,0.23809523809523808,1.0,0.23529411764705882,340,565,65,630,0.0020625,0.0,1,"SELECT s.Name, s.Capacity
FROM concert c
JOIN stadium s ON c.Stadium_ID = s.Stadium_ID
WHERE CAST(c.Year AS INTEGER) >= 2014
GROUP BY s.Stadium_ID, s.Name, s.Capacity
ORDER BY COUNT(*) DESC
LIMIT 1;",
D1,C1,STRONG,gpt-5.4,spider_validation_00025,concert_singer,2,5,1,1.0,1,1.0,0.5,1.0,0.23809523809523808,1.0,0.23529411764705882,340,564,67,631,0.0020800000000000003,0.0,1,"SELECT s.Name, s.Capacity
FROM stadium AS s
JOIN concert AS c ON s.Stadium_ID = c.Stadium_ID
WHERE CAST(c.Year AS INTEGER) > 2013
GROUP BY s.Stadium_ID, s.Name, s.Capacity
ORDER BY COUNT(*) DESC
LIMIT 1;",
D1,C1,STRONG,gpt-5.4,spider_validation_00026,concert_singer,1,1,0,1.0,1,1.0,0.25,1.0,0.047619047619047616,1.0,0.058823529411764705,340,554,23,577,0.001615,0.0,1,"SELECT Year
FROM concert
GROUP BY Year
ORDER BY COUNT(*) DESC
LIMIT 1;",
D1,C1,STRONG,gpt-5.4,spider_validation_00027,concert_singer,1,1,0,1.0,1,1.0,0.25,1.0,0.047619047619047616,1.0,0.058823529411764705,340,556,23,579,0.00162,0.0,1,"SELECT Year
FROM concert
GROUP BY Year
ORDER BY COUNT(*) DESC
LIMIT 1;",
D1,C1,STRONG,gpt-5.4,spider_validation_00028,concert_singer,2,3,1,1.0,1,1.0,0.5,1.0,0.14285714285714285,1.0,0.11764705882352941,340,554,38,592,0.001765,0.0,1,"SELECT s.Name
FROM stadium AS s
LEFT JOIN concert AS c
  ON s.Stadium_ID = c.Stadium_ID
WHERE c.concert_ID IS NULL;",
D1,C1,STRONG,gpt-5.4,spider_validation_00029,concert_singer,2,3,1,1.0,1,1.0,0.5,1.0,0.14285714285714285,1.0,0.11764705882352941,340,558,38,596,0.001775,0.0,1,"SELECT s.Name
FROM stadium AS s
LEFT JOIN concert AS c
  ON s.Stadium_ID = c.Stadium_ID
WHERE c.concert_ID IS NULL;",
D1,C1,STRONG,gpt-5.4,spider_validation_00030,concert_singer,1,2,0,0.0,1,1.0,0.25,1.0,0.09523809523809523,1.0,0.11764705882352941,340,564,21,585,0.0016200000000000001,0.0,1,"SELECT DISTINCT Country
FROM singer
WHERE Age > 40 OR Age < 30;",
D1,C1,STRONG,gpt-5.4,spider_validation_00031,concert_singer,2,4,1,1.0,1,1.0,0.5,1.0,0.19047619047619047,1.0,0.17647058823529413,340,565,34,599,0.0017525,0.0,1,"SELECT Name
FROM stadium
WHERE Stadium_ID NOT IN (
  SELECT DISTINCT Stadium_ID
  FROM concert
  WHERE Year = '2014'
);",
D1,C1,STRONG,gpt-5.4,spider_validation_00032,concert_singer,2,4,1,1.0,1,1.0,0.5,1.0,0.19047619047619047,1.0,0.17647058823529413,340,565,33,598,0.0017425,0.0,1,"SELECT Name
FROM stadium
WHERE Stadium_ID NOT IN (
  SELECT Stadium_ID
  FROM concert
  WHERE Year = '2014'
);",
D1,C1,STRONG,gpt-5.4,spider_validation_00033,concert_singer,2,4,1,1.0,1,1.0,0.5,1.0,0.19047619047619047,1.0,0.17647058823529413,340,563,68,631,0.0020875,0.0,1,"SELECT c.concert_Name,
       c.Theme,
       COUNT(sic.Singer_ID) AS number_of_singers
FROM concert AS c
LEFT JOIN singer_in_concert AS sic
  ON c.concert_ID = sic.concert_ID
GROUP BY c.concert_ID, c.concert_Name, c.Theme;",
D1,C1,STRONG,gpt-5.4,spider_validation_00034,concert_singer,2,4,1,1.0,1,1.0,0.5,1.0,0.19047619047619047,1.0,0.17647058823529413,340,561,68,629,0.0020825,0.0,1,"SELECT c.concert_Name,
       c.Theme,
       COUNT(sic.Singer_ID) AS number_of_singers
FROM concert AS c
LEFT JOIN singer_in_concert AS sic
  ON c.concert_ID = sic.concert_ID
GROUP BY c.concert_ID, c.concert_Name, c.Theme;",
D1,C1,STRONG,gpt-5.4,spider_validation_00035,concert_singer,2,3,1,0.0,1,1.0,0.5,1.0,0.14285714285714285,1.0,0.11764705882352941,340,557,57,614,0.0019625,0.0,1,"SELECT s.Name, COUNT(sic.concert_ID) AS number_of_concerts
FROM singer AS s
LEFT JOIN singer_in_concert AS sic
  ON s.Singer_ID = sic.Singer_ID
GROUP BY s.Singer_ID, s.Name;",
D1,C1,STRONG,gpt-5.4,spider_validation_00036,concert_singer,2,3,1,0.0,1,1.0,0.5,1.0,0.14285714285714285,1.0,0.11764705882352941,340,561,57,618,0.0019725,0.0,1,"SELECT s.Name, COUNT(sic.concert_ID) AS number_of_concerts
FROM singer AS s
LEFT JOIN singer_in_concert AS sic
  ON s.Singer_ID = sic.Singer_ID
GROUP BY s.Singer_ID, s.Name;",
D1,C1,STRONG,gpt-5.4,spider_validation_00037,concert_singer,3,6,2,1.0,1,1.0,0.75,1.0,0.2857142857142857,1.0,0.23529411764705882,340,558,53,611,0.001925,0.0,1,"SELECT s.Name
FROM singer AS s
JOIN singer_in_concert AS sic ON s.Singer_ID = sic.Singer_ID
JOIN concert AS c ON sic.concert_ID = c.concert_ID
WHERE c.Year = '2014';",
D1,C1,STRONG,gpt-5.4,spider_validation_00038,concert_singer,3,6,2,0.0,1,1.0,0.75,1.0,0.2857142857142857,1.0,0.23529411764705882,340,563,54,617,0.0019475,0.0,1,"SELECT DISTINCT s.Name
FROM singer AS s
JOIN singer_in_concert AS sic ON s.Singer_ID = sic.Singer_ID
JOIN concert AS c ON sic.concert_ID = c.concert_ID
WHERE c.Year = '2014';",
D1,C1,STRONG,gpt-5.4,spider_validation_00039,concert_singer,1,3,0,1.0,1,1.0,0.25,1.0,0.14285714285714285,1.0,0.17647058823529413,340,567,19,586,0.0016075,0.0,1,"SELECT Name, Country
FROM singer
WHERE Song_Name LIKE '%Hey%';",
D1,C1,STRONG,gpt-5.4,spider_validation_00040,concert_singer,1,3,0,1.0,1,1.0,0.25,1.0,0.14285714285714285,1.0,0.17647058823529413,340,571,19,590,0.0016175,0.0,1,"SELECT Name, Country
FROM singer
WHERE Song_Name LIKE '%Hey%';",
D1,C1,STRONG,gpt-5.4,spider_validation_00041,concert_singer,2,5,1,1.0,1,1.0,0.5,1.0,0.23809523809523808,1.0,0.23529411764705882,340,572,68,640,0.00211,0.0,1,"SELECT s.Name, s.Location
FROM stadium AS s
JOIN concert AS c ON s.Stadium_ID = c.Stadium_ID
WHERE c.Year IN ('2014', '2015')
GROUP BY s.Stadium_ID, s.Name, s.Location
HAVING COUNT(DISTINCT c.Year) = 2;",
D1,C1,STRONG,gpt-5.4,spider_validation_00042,concert_singer,2,5,1,1.0,1,1.0,0.5,1.0,0.23809523809523808,1.0,0.23529411764705882,340,571,68,639,0.0021075,0.0,1,"SELECT s.Name, s.Location
FROM stadium AS s
JOIN concert AS c ON s.Stadium_ID = c.Stadium_ID
WHERE c.Year IN ('2014', '2015')
GROUP BY s.Stadium_ID, s.Name, s.Location
HAVING COUNT(DISTINCT c.Year) = 2;",
D1,C1,STRONG,gpt-5.4,spider_validation_00043,concert_singer,2,3,1,1.0,1,1.0,0.5,1.0,0.14285714285714285,1.0,0.11764705882352941,340,560,36,596,0.0017599999999999998,0.0,1,"SELECT COUNT(*) 
FROM concert
WHERE Stadium_ID = (
  SELECT Stadium_ID
  FROM stadium
  ORDER BY Capacity DESC
  LIMIT 1
);",
D1,C1,STRONG,gpt-5.4,spider_validation_00044,concert_singer,2,3,1,1.0,1,1.0,0.5,1.0,0.14285714285714285,1.0,0.11764705882352941,340,562,36,598,0.001765,0.0,1,"SELECT COUNT(*) 
FROM concert
WHERE Stadium_ID = (
  SELECT Stadium_ID
  FROM stadium
  ORDER BY Capacity DESC
  LIMIT 1
);",
D1,C1,STRONG,gpt-5.4,spider_validation_00045,pets_1,1,1,0,1.0,1,1.0,0.3333333333333333,1.0,0.07142857142857142,1.0,0.08333333333333333,192,399,20,419,0.0011975,0.0,1,"SELECT COUNT(*) AS num_pets
FROM Pets
WHERE weight > 10;",
D1,C1,STRONG,gpt-5.4,spider_validation_00046,pets_1,1,1,0,1.0,1,1.0,0.3333333333333333,1.0,0.07142857142857142,1.0,0.08333333333333333,192,397,14,411,0.0011324999999999998,0.0,1,SELECT COUNT(*) FROM Pets WHERE weight > 10;,
D1,C1,STRONG,gpt-5.4,spider_validation_00047,pets_1,1,2,0,1.0,1,1.0,0.3333333333333333,1.0,0.14285714285714285,1.0,0.16666666666666666,192,394,43,437,0.001415,0.0,1,"SELECT weight
FROM Pets
WHERE PetType = 'dog'
  AND pet_age = (
    SELECT MIN(pet_age)
    FROM Pets
    WHERE PetType = 'dog'
  );",
D1,C1,STRONG,gpt-5.4,spider_validation_00048,pets_1,1,2,0,1.0,1,1.0,0.3333333333333333,1.0,0.14285714285714285,1.0,0.16666666666666666,192,394,26,420,0.001245,0.0,1,"SELECT weight
FROM Pets
WHERE PetType = 'dog'
ORDER BY pet_age ASC
LIMIT 1;",
D1,C1,STRONG,gpt-5.4,spider_validation_00049,pets_1,1,2,0,1.0,1,1.0,0.3333333333333333,1.0,0.14285714285714285,1.0,0.16666666666666666,192,404,22,426,0.00123,0.0,1,"SELECT MAX(weight) AS max_weight, PetType
FROM Pets
GROUP BY PetType;",
D1,C1,STRONG,gpt-5.4,spider_validation_00050,pets_1,1,2,0,0.0,1,1.0,0.3333333333333333,1.0,0.14285714285714285,1.0,0.16666666666666666,192,398,22,420,0.001215,0.0,1,"SELECT PetType, MAX(weight) AS max_weight
FROM Pets
GROUP BY PetType;",
D1,C1,STRONG,gpt-5.4,spider_validation_00051,pets_1,2,3,1,1.0,1,1.0,0.6666666666666666,1.0,0.21428571428571427,1.0,0.16666666666666666,192,400,40,440,0.0014,0.0,1,"SELECT COUNT(*) AS number_of_pets
FROM Has_Pet hp
JOIN Student s ON hp.StuID = s.StuID
WHERE s.Age > 20;",
D1,C1,STRONG,gpt-5.4,spider_validation_00052,pets_1,2,3,1,1.0,1,1.0,0.6666666666666666,1.0,0.21428571428571427,1.0,0.16666666666666666,192,402,38,440,0.001385,0.0,1,"SELECT COUNT(*) AS pet_count
FROM Has_Pet h
JOIN Student s ON h.StuID = s.StuID
WHERE s.Age > 20;",
D1,C1,STRONG,gpt-5.4,spider_validation_00053,pets_1,3,6,2,1.0,1,1.0,1.0,1.0,0.42857142857142855,1.0,0.3333333333333333,192,403,65,468,0.0016575,0.0,1,"SELECT COUNT(*) AS num_dog_pets
FROM Has_Pet h
JOIN Pets p ON h.PetID = p.PetID
JOIN Student s ON h.StuID = s.StuID
WHERE p.PetType = 'dog'
  AND s.Sex = 'F';",
D1,C1,STRONG,gpt-5.4,spider_validation_00054,pets_1,3,6,2,1.0,1,1.0,1.0,1.0,0.42857142857142855,1.0,0.3333333333333333,192,396,69,465,0.00168,0.0,1,"SELECT COUNT(*) AS dog_pets_raised_by_female_students
FROM Has_Pet h
JOIN Pets p ON h.PetID = p.PetID
JOIN Student s ON h.StuID = s.StuID
WHERE p.PetType = 'dog'
  AND s.Sex = 'F';",
D1,C1,STRONG,gpt-5.4,spider_validation_00055,pets_1,1,1,0,1.0,1,1.0,0.3333333333333333,1.0,0.07142857142857142,1.0,0.08333333333333333,192,395,20,415,0.0011875000000000002,0.0,1,"SELECT COUNT(DISTINCT PetType) AS distinct_pet_type_count
FROM Pets;",
D1,C1,STRONG,gpt-5.4,spider_validation_00056,pets_1,1,1,0,1.0,1,1.0,0.3333333333333333,1.0,0.07142857142857142,1.0,0.08333333333333333,192,395,19,414,0.0011775000000000002,0.0,1,"SELECT COUNT(DISTINCT PetType) AS pet_type_count
FROM Pets;",
D1,C1,STRONG,gpt-5.4,spider_validation_00057,pets_1,3,6,2,1.0,1,1.0,1.0,1.0,0.42857142857142855,1.0,0.3333333333333333,192,399,58,457,0.0015775,0.0,1,"SELECT DISTINCT s.Fname
FROM Student AS s
JOIN Has_Pet AS hp ON s.StuID = hp.StuID
JOIN Pets AS p ON hp.PetID = p.PetID
WHERE p.PetType IN ('cat', 'dog');",
D1,C1,STRONG,gpt-5.4,spider_validation_00058,pets_1,3,6,2,1.0,1,1.0,1.0,1.0,0.42857142857142855,1.0,0.3333333333333333,192,404,58,462,0.00159,0.0,1,"SELECT DISTINCT s.Fname
FROM Student AS s
JOIN Has_Pet AS hp ON s.StuID = hp.StuID
JOIN Pets AS p ON hp.PetID = p.PetID
WHERE p.PetType IN ('cat', 'dog');",
D1,C1,STRONG,gpt-5.4,spider_validation_00059,pets_1,3,6,2,1.0,1,1.0,1.0,1.0,0.42857142857142855,1.0,0.3333333333333333,192,400,81,481,0.00181,0.0,1,"SELECT DISTINCT s.Fname
FROM Student s
JOIN Has_Pet hp ON s.StuID = hp.StuID
JOIN Pets p ON hp.PetID = p.PetID
WHERE p.PetType IN ('cat', 'dog')
GROUP BY s.StuID, s.Fname
HAVING COUNT(DISTINCT p.PetType) = 2;",
D1,C1,STRONG,gpt-5.4,spider_validation_00060,pets_1,3,6,2,1.0,1,1.0,1.0,1.0,0.42857142857142855,1.0,0.3333333333333333,192,402,81,483,0.0018150000000000002,0.0,1,"SELECT DISTINCT s.Fname
FROM Student s
JOIN Has_Pet hp ON s.StuID = hp.StuID
JOIN Pets p ON hp.PetID = p.PetID
WHERE p.PetType IN ('cat', 'dog')
GROUP BY s.StuID, s.Fname
HAVING COUNT(DISTINCT p.PetType) = 2;",
D1,C1,STRONG,gpt-5.4,spider_validation_00061,pets_1,3,7,2,0.0,1,1.0,1.0,1.0,0.5,1.0,0.4166666666666667,192,401,74,475,0.0017425,0.0,1,"SELECT DISTINCT s.Major, s.Age
FROM Student AS s
WHERE NOT EXISTS (
    SELECT 1
    FROM Has_Pet AS hp
    JOIN Pets AS p ON hp.PetID = p.PetID
    WHERE hp.StuID = s.StuID
      AND p.PetType = 'cat'
);",
D1,C1,STRONG,gpt-5.4,spider_validation_00062,pets_1,3,7,2,0.0,1,1.0,1.0,1.0,0.5,1.0,0.4166666666666667,192,408,74,482,0.00176,0.0,1,"SELECT DISTINCT s.Major, s.Age
FROM Student AS s
WHERE NOT EXISTS (
    SELECT 1
    FROM Has_Pet AS hp
    JOIN Pets AS p ON hp.PetID = p.PetID
    WHERE hp.StuID = s.StuID
      AND p.PetType = 'cat'
);",
D1,C1,STRONG,gpt-5.4,spider_validation_00063,pets_1,3,5,2,1.0,1,1.0,1.0,1.0,0.35714285714285715,1.0,0.25,192,399,59,458,0.0015875,0.0,1,"SELECT StuID
FROM Student
WHERE StuID NOT IN (
    SELECT DISTINCT hp.StuID
    FROM Has_Pet AS hp
    JOIN Pets AS p ON hp.PetID = p.PetID
    WHERE p.PetType = 'cat'
);",
D1,C1,STRONG,gpt-5.4,spider_validation_00064,pets_1,3,5,2,1.0,1,1.0,1.0,1.0,0.35714285714285715,1.0,0.25,192,401,59,460,0.0015925,0.0,1,"SELECT StuID
FROM Student
WHERE StuID NOT IN (
    SELECT DISTINCT hp.StuID
    FROM Has_Pet AS hp
    JOIN Pets AS p ON hp.PetID = p.PetID
    WHERE p.PetType = 'cat'
);",
D1,C1,STRONG,gpt-5.4,spider_validation_00065,pets_1,3,7,2,0.0,1,1.0,1.0,1.0,0.5,1.0,0.4166666666666667,192,408,117,525,0.00219,0.0,1,"SELECT DISTINCT s.Fname, s.Age
FROM Student AS s
JOIN Has_Pet AS hp ON s.StuID = hp.StuID
JOIN Pets AS p ON hp.PetID = p.PetID
WHERE p.PetType = 'dog'
  AND s.StuID NOT IN (
    SELECT hp2.StuID
    FROM Has_Pet AS hp2
    JOIN Pets AS p2 ON hp2.PetID = p2.PetID
    WHERE p2.PetType = 'cat'
  );",
D1,C1,STRONG,gpt-5.4,spider_validation_00066,pets_1,3,7,2,0.0,1,1.0,1.0,1.0,0.5,1.0,0.4166666666666667,192,405,108,513,0.0020924999999999997,0.0,1,"SELECT DISTINCT s.Fname
FROM Student s
JOIN Has_Pet hp ON s.StuID = hp.StuID
JOIN Pets p ON hp.PetID = p.PetID
WHERE p.PetType = 'dog'
  AND s.StuID NOT IN (
    SELECT hp2.StuID
    FROM Has_Pet hp2
    JOIN Pets p2 ON hp2.PetID = p2.PetID
    WHERE p2.PetType = 'cat'
  );",
D1,C1,STRONG,gpt-5.4,spider_validation_00067,pets_1,1,3,0,1.0,1,1.0,0.3333333333333333,1.0,0.21428571428571427,1.0,0.25,192,396,26,422,0.00125,0.0,1,"SELECT PetType, weight
FROM Pets
WHERE pet_age = (SELECT MIN(pet_age) FROM Pets);",
D1,C1,STRONG,gpt-5.4,spider_validation_00068,pets_1,1,3,0,1.0,1,1.0,0.3333333333333333,1.0,0.21428571428571427,1.0,0.25,192,402,26,428,0.001265,0.0,1,"SELECT PetType, weight
FROM Pets
WHERE pet_age = (SELECT MIN(pet_age) FROM Pets);",
D1,C1,STRONG,gpt-5.4,spider_validation_00069,pets_1,1,3,0,1.0,1,1.0,0.3333333333333333,1.0,0.21428571428571427,1.0,0.25,192,402,19,421,0.001195,0.0,1,"SELECT PetID, weight
FROM Pets
WHERE pet_age > 1;",
D1,C1,STRONG,gpt-5.4,spider_validation_00070,pets_1,1,3,0,1.0,1,1.0,0.3333333333333333,1.0,0.21428571428571427,1.0,0.25,192,402,19,421,0.001195,0.0,1,"SELECT PetID, weight
FROM Pets
WHERE pet_age > 1;",
D1,C1,STRONG,gpt-5.4,spider_validation_00071,pets_1,1,2,0,0.0,1,1.0,0.3333333333333333,1.0,0.14285714285714285,1.0,0.16666666666666666,192,398,33,431,0.001325,0.0,1,"SELECT PetType, AVG(pet_age) AS avg_age, MAX(pet_age) AS max_age
FROM Pets
GROUP BY PetType;",
D1,C1,STRONG,gpt-5.4,spider_validation_00072,pets_1,1,2,0,0.0,1,1.0,0.3333333333333333,1.0,0.14285714285714285,1.0,0.16666666666666666,192,398,33,431,0.001325,0.0,1,"SELECT PetType, AVG(pet_age) AS avg_age, MAX(pet_age) AS max_age
FROM Pets
GROUP BY PetType;",
D1,C1,STRONG,gpt-5.4,spider_validation_00073,pets_1,1,2,0,0.0,1,1.0,0.3333333333333333,1.0,0.14285714285714285,1.0,0.16666666666666666,192,395,22,417,0.0012075,0.0,1,"SELECT PetType, AVG(weight) AS avg_weight
FROM Pets
GROUP BY PetType;",
D1,C1,STRONG,gpt-5.4,spider_validation_00074,pets_1,1,2,0,0.0,1,1.0,0.3333333333333333,1.0,0.14285714285714285,1.0,0.16666666666666666,192,397,22,419,0.0012124999999999998,0.0,1,"SELECT PetType, AVG(weight) AS avg_weight
FROM Pets
GROUP BY PetType;",
D1,C1,STRONG,gpt-5.4,spider_validation_00075,pets_1,2,4,1,1.0,1,1.0,0.6666666666666666,1.0,0.2857142857142857,1.0,0.25,192,399,35,434,0.0013474999999999997,0.0,1,"SELECT DISTINCT s.Fname, s.Age
FROM Student AS s
JOIN Has_Pet AS h ON s.StuID = h.StuID;",
D1,C1,STRONG,gpt-5.4,spider_validation_00076,pets_1,2,4,1,1.0,1,1.0,0.6666666666666666,1.0,0.2857142857142857,1.0,0.25,192,402,35,437,0.0013549999999999999,0.0,1,"SELECT DISTINCT s.Fname, s.Age
FROM Student AS s
JOIN Has_Pet AS h ON s.StuID = h.StuID;",
D1,C1,STRONG,gpt-5.4,spider_validation_00077,pets_1,2,4,1,1.0,1,1.0,0.6666666666666666,1.0,0.2857142857142857,1.0,0.25,192,402,39,441,0.001395,0.0,1,"SELECT hp.PetID
FROM Has_Pet AS hp
JOIN Student AS s ON hp.StuID = s.StuID
WHERE s.LName = 'Smith';",
D1,C1,STRONG,gpt-5.4,spider_validation_00078,pets_1,2,4,1,1.0,1,1.0,0.6666666666666666,1.0,0.2857142857142857,1.0,0.25,192,405,39,444,0.0014024999999999999,0.0,1,"SELECT hp.PetID
FROM Has_Pet AS hp
JOIN Student AS s ON hp.StuID = s.StuID
WHERE s.LName = 'Smith';",
